2,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,curd,cream cheese,semi-finished bread,zwieback,cake bar,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,tropical fruit,whole milk,spread cheese,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,curd,salt,liquor (appetizer),detergent,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,beef,berries,root vegetables,whole milk,dessert,spread cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,beef,pip fruit,herbs,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,citrus fruit,UHT-milk,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,root vegetables,other vegetables,whole milk,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,butter,yogurt,bottled water,soda,make up remover,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
4,condensed milk,sugar,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,other vegetables,yogurt,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,beverages,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,pork,beef,whole milk,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
1,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,beef,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,beverages,hard cheese,rolls/buns,dish cleaner,cookware,,,,,,,,,,,,,,,,,,,,
2,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,sliced cheese,rolls/buns,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,meat,curd,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,meat,tropical fruit,onions,oil,baking powder,tea,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
3,ice cream,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,berries,root vegetables,other vegetables,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
12,meat,citrus fruit,other vegetables,curd,dessert,butter milk,beverages,cream cheese,rolls/buns,brown bread,tea,bottled water,,,,,,,,,,,,,,,,,,,,
3,whole milk,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,beef,beverages,sliced cheese,rolls/buns,spices,house keeping products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,sausage,root vegetables,butter,curd,sliced cheese,rolls/buns,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
4,meat,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,beverages,Instant food products,pickled vegetables,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,root vegetables,herbs,other vegetables,whole milk,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,whipped/sour cream,semi-finished bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,citrus fruit,whole milk,curd,dessert,yogurt,whipped/sour cream,frozen dessert,rolls/buns,salt,sugar,cereals,canned vegetables,canned fish,skin care,hygiene articles,napkins,,,,,,,,,,,,,,,,
7,citrus fruit,curd,pastry,margarine,sugar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,whole milk,bottled water,soda,misc. beverages,bottled beer,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,oil,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,beef,hamburger meat,grapes,root vegetables,whole milk,butter,frozen dessert,potato products,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
4,hard cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,cream cheese,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,turkey,beef,frozen vegetables,dishes,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,other vegetables,whipped/sour cream,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,pip fruit,whole milk,curd,yogurt,sliced cheese,rolls/buns,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,other vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,
4,root vegetables,whole milk,pet care,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,berries,root vegetables,other vegetables,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pickled vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices,,,,,,,,,,,,,,,,,,,,,,,,,
12,tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,citrus fruit,berries,root vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,margarine,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
