4,whole milk,butter,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,onions,pastry,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,semi-finished bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,other vegetables,whole milk,pet care,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,turkey,packaged fruit/vegetables,butter milk,UHT-milk,rolls/buns,zwieback,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,citrus fruit,other vegetables,white bread,brown bread,roll products,margarine,coffee,fruit/vegetable juice,syrup,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,curd,yogurt,oil,bottled water,bottled beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,
1,liver loaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,processed cheese,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beef,other vegetables,packaged fruit/vegetables,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ice cream,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beef,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,pork,beef,butter,whipped/sour cream,frozen meals,frozen fish,rolls/buns,pastry,canned fish,cat food,waffles,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,
11,pip fruit,margarine,soda,long life bakery product,waffles,specialty chocolate,detergent,dish cleaner,hygiene articles,house keeping products,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,
5,chicken,other vegetables,beverages,spices,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,chicken,citrus fruit,whole milk,processed cheese,coffee,soda,fruit/vegetable juice,canned beer,white wine,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,
1,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,UHT-milk,domestic eggs,white bread,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,root vegetables,butter,oil,pickled vegetables,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,pastry,canned fruit,chocolate,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,sausage,meat,berries,whole milk,whipped/sour cream,white bread,fruit/vegetable juice,long life bakery product,waffles,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,dessert,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,hamburger meat,pip fruit,tea,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,white bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,sausage,meat,citrus fruit,yogurt,hard cheese,frozen meals,soda,fruit/vegetable juice,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,root vegetables,herbs,frozen vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,pip fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,butter,frozen vegetables,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen potato products,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,curd,beverages,pastry,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,beef,other vegetables,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whipped/sour cream,UHT-milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,soda,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pastry,canned beer,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,curd,soda,bottled beer,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,misc. beverages,salty snack,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,oil,baking powder,candy,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,canned fish,bottled beer,abrasive cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,oil,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,meat,hamburger meat,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,whipped/sour cream,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,canned vegetables,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,beef,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,domestic eggs,pastry,semi-finished bread,salt,sugar,sweet spreads,soda,fruit/vegetable juice,red/blush wine,,,,,,,,,,,,,,,,,
12,citrus fruit,tropical fruit,whole milk,butter milk,rice,oil,canned fruit,bottled water,white wine,popcorn,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,
2,sausage,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,dessert,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,chewing gum,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,onions,whole milk,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,root vegetables,other vegetables,whole milk,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,other vegetables,packaged fruit/vegetables,butter,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,pip fruit,root vegetables,whole milk,butter,domestic eggs,brown bread,cereals,baking powder,fruit/vegetable juice,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,
3,soda,misc. beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,semi-finished bread,sugar,coffee,seasonal products,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
5,frozen dessert,pastry,semi-finished bread,vinegar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,tropical fruit,pip fruit,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,coffee,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,oil,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,chicken,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,packaged fruit/vegetables,dessert,frozen vegetables,domestic eggs,flour,salt,sugar,,,,,,,,,,,,,,,,,,,,,,,,
3,dessert,flower soil/fertilizer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,other vegetables,frozen dessert,pastry,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
3,condensed milk,pastry,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bottled water,soda,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,frozen vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,citrus fruit,tropical fruit,whole milk,curd,yogurt,domestic eggs,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,whole milk,UHT-milk,frozen potato products,baking powder,pet care,popcorn,candy,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,dessert,yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,oil,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,onions,whole milk,processed cheese,pastry,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,butter milk,white bread,pet care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen dessert,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,tropical fruit,pip fruit,yogurt,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,baking powder,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
4,hard cheese,pastry,popcorn,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,onions,white bread,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,tropical fruit,pip fruit,whole milk,hard cheese,frozen meals,white bread,zwieback,sparkling wine,softener,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,other vegetables,brown bread,misc. beverages,fruit/vegetable juice,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bottled water,soda,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bottled water,soda,cake bar,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,margarine,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sweet spreads,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,yogurt,spread cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,pip fruit,grapes,other vegetables,brown bread,cat food,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,other vegetables,frozen meals,rice,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,beef,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whipped/sour cream,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,packaged fruit/vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,butter,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,whole milk,yogurt,pastry,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,
2,chewing gum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,whole milk,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,pip fruit,other vegetables,curd,beverages,pastry,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,
11,chicken,beef,packaged fruit/vegetables,dessert,whipped/sour cream,soft cheese,frozen meals,rolls/buns,white bread,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,
3,sweet spreads,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,packaged fruit/vegetables,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,condensed milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,hamburger meat,citrus fruit,root vegetables,other vegetables,ice cream,domestic eggs,rolls/buns,white bread,canned beer,long life bakery product,cling film/bags,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frozen meals,frozen fish,frozen dessert,pastry,canned beer,long life bakery product,waffles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,white bread,flour,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,pickled vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,yogurt,whipped/sour cream,sliced cheese,coffee,soda,fruit/vegetable juice,hair spray,soap,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,tropical fruit,whole milk,soft cheese,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,nuts/prunes,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,root vegetables,whole milk,condensed milk,rolls/buns,bottled beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
3,oil,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,tropical fruit,whole milk,rolls/buns,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,beef,citrus fruit,root vegetables,pasta,canned beer,male cosmetics,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,rolls/buns,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frankfurter,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,sliced cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beef,onions,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,domestic eggs,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,root vegetables,butter,curd,pastry,chocolate,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,
1,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,butter,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,chicken,root vegetables,other vegetables,curd,yogurt,beverages,margarine,candles,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
16,sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products,,,,,,,,,,,,,,,,
3,curd,yogurt,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pip fruit,curd,margarine,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,root vegetables,curd,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,citrus fruit,whole milk,butter,yogurt,frozen vegetables,rolls/buns,baking powder,instant coffee,napkins,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,
3,beef,soft cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,whole milk,butter,cream cheese,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,tropical fruit,whole milk,pastry,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
7,other vegetables,whole milk,yogurt,domestic eggs,roll products,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
7,citrus fruit,root vegetables,whole milk,butter milk,yogurt,baking powder,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
2,beef,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,UHT-milk,condensed milk,sugar,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,sausage,finished products,organic sausage,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled beer,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,whole milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,hamburger meat,rolls/buns,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,fish,root vegetables,rolls/buns,roll products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,frankfurter,sausage,chicken,citrus fruit,root vegetables,onions,other vegetables,butter,processed cheese,spread cheese,salad dressing,frozen vegetables,frozen fish,rolls/buns,flour,artif. sweetener,soda,candy,cleaner,,,,,,,,,,,,,
10,yogurt,cream cheese,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,yogurt,coffee,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,meat,root vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
